,date,title,Zürich,Bern,Luzern,Uri,Schwyz,Obwalden,Nidwalden,Glarus,Zug,Freiburg,Solothurn,Basel-Stadt,Basel-Landschaft,Schaffhausen,Appenzell A.-Rh.,Appenzell I.-Rh.,St. Gallen,Graubünden,Aargau,Thurgau,Tessin,Waadt,Wallis,Neuenburg,Genf,Jura
188,01.04.1962,Volksbegehren für ein Verbot von Atomwaffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,
189,27.05.1962,Bundesbeschluss vom 21.12.1961 über die Ergänzung der Bundesverfassung durch einen Artikel 24sexies betreffend den Natur- und Heimatschutz,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
190,27.05.1962,Bundesgesetz vom 21.12.1961 über die Abänderung des Bundesgesetzes betreffend die Taggelder und Reiseentschädigungen des Nationalrates und der Kommission der eidgenössischen Räte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
191,04.11.1962,Bundesbeschluss vom 15.06.1962 über die Aenderung des Artikels 72 der Bundesverfassung (Wahl des Nationalrates),1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,
192,26.05.1963,Volksbegehren für das Entscheidungsrecht des Volkes über die Ausrüstung der schweizerischen Armee mit Atomwaffen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,
193,08.12.1963,Bundesbeschluss vom 27.09.1963 über die Weiterführung der Finanzordnung des Bundes (Verlängerung der Geltungsdauer von Art.41ter BV und Ermässigung der Wehrsteuer),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
194,08.12.1963,Bundesbeschluss vom 21.06.1963 betreffend die Ergänzung der Bundesverfassung durch einen Artikel 27quater über Stipendien und andere Ausbildungsbeihilfen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
195,02.02.1964,Bundesbeschluss vom 27.09.1963 über den Erlass einer allgemeinen Steueramnestie auf den 1. Januar 1965,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,
196,24.05.1964,Bundesgesetz vom 20.09.1963 über die Berufsbildung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
197,06.12.1964,Bundesbeschluss vom 09.10.1964 über die Weiterführung befristeter Preiskontrollmassnahmen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
198,28.02.1965,Bundesbeschluss vom 13.03.1964 über die Bekämpfung der Teuerung durch Massnahmen auf dem Gebiete des Geld- und Kapitalmarktes und des Kreditwesens,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,
199,28.02.1965,Bundesbeschluss vom 13.03.1964 über die Bekämpfung der Teuerung durch Massnahmen auf dem Gebiete der Bauwirtschaft,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,
200,16.05.1965,"Bundesgesetz vom 02.10.1964 betreffend die Aenderung des Beschlusses der Bundesversammlung über Milch, Milchprodukte und Speisefette (Milchbeschluss)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
201,16.10.1966,Bundesbeschluss vom 25.03.1966 über die Ergänzung der Bundesverfasssung durch einen Artikel 45bis über die Auslandschweizer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
202,16.10.1966,Volksbegehren zur Bekämpfung des Alkoholismus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,02.07.1967,Volksbegehren gegen die Bodenspekulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
204,18.02.1968,Bundesbeschluss vom 05.10.1967 über den Erlass einer allgemeinen Steueramnestie,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
205,19.05.1968,Bundesgesetz vom 05.10.1967 über die Tabakbesteuerung,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,
206,01.06.1969,Bundesgesetz vom 04.10.1968 über die Eidgenössischen Technischen Hochschulen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
207,14.09.1969,Bundesbeschluss vom 21.03.1969 über die Ergänzung der Bundesverfassung durch die Artikel 22ter und 22quater (Verfassungsrechtliche Ordnung des Bodenrechts),1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
208,01.02.1970,Bundesbeschluss vom 27.06.1969 über die inländische Zuckerwirtschaft,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,
209,07.06.1970,Volksbegehren gegen die Ueberfremdung,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
210,27.09.1970,Bundesbeschluss vom 18.03.1970 über die Ergänzung der Bundesverfassung durch einen Artikel 27quinquies betreffend die Förderung von Turnen und Sport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
211,27.09.1970,Volksbegehren für das Recht auf Wohnung und den Ausbau des Familienschutzes,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,
212,15.11.1970,Bundesbeschluss vom 24.06.1970 über die Aenderung der Finanzordnung des Bundes,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,
213,07.02.1971,Bundesbeschluss vom 09.10.1970 über die Einführung des Frauenstimm- und Wahlrechts in eidgenössischen Angelegenheiten,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,
214,06.06.1971,Bundesbeschluss vom 18.12.1970 über die Ergänzung der Bundesverfassung durch einen Artikel 24septies betreffend den Schutz des Menschen und seiner natürlichen Umwelt gegen schädliche oder lästige Einwirkungen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
215,06.06.1971,Bundesbeschluss vom 11.03.1971 über die Weiterführung der Finanzordnung des Bundes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
216,05.03.1972,Bundesbeschluss vom 17.12.1971 betreffend die Ergänzung der Bundesverfassung durch einen Artikel 34sexies über den Wohnungsbau und betreffend das Volksbegehren zur Bildung eines Wohnbaufonds (Denner-Initiative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
217,05.03.1972,Bundesbeschluss vom 17.12.1971 betreffend die Ergänzung der Bundesverfassung durch einen Artikel 34septies über die Allgemeinverbindlicherklärung von Mietverträgen und Massnahmen zum Schutze der Mieter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
218,04.06.1972,Bundesbeschluss vom 25.06.1971 über Massnahmen zur Stabilisierung des Baumarktes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
219,04.06.1972,Bundesbeschluss vom 08.10.1971 über den Schutz der Währung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
220,24.09.1972,Volksbegehren betreffend vermehrte Rüstungskontrolle und ein Waffenausfuhrverbot,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,
221,03.12.1972,"Bundesbeschluss vom 30.06.1972 betreffend das Volksbegehren für eine wirkliche Volkspension und die Aenderung der Bundesverfassung auf dem Gebiete der Alters-, Hinterlassenen- und Invalidenvorsorge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
222,03.12.1972,Bundesbeschluss vom 03.10.1972 über die Abkommen zwischen der Schweizerischen Eidgenossenschaft und der Europäischen Wirtschaftsgemeinschaft sowie den Mitgliedstaaten der Europäischen Gemeinschaft für Kohle und Stahl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
223,04.03.1973,Bundesbeschluss vom 06.10.1972 über die Aenderung der Bundesverfassung betreffend das Bildungswesen,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,
224,04.03.1973,Bundesbeschluss vom 06.10.1972 über die Ergänzung der Bundesverfassung betreffend die Förderung der wissenschaftlichen Forschung,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,
225,20.05.1973,Bundesbeschluss vom 06.10.1972 über die Aufhebung des Jesuiten- und des Klosterartikels der Bundesverfassung (Art. 51 und 52),0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,
226,02.12.1973,"Bundesbeschluss vom 20.12.1972 betreffend Ueberwachung der Preise, Löhne und Gewinne",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,
227,02.12.1973,Bundesbeschluss vom 20.12.1972 über Massnahmen auf dem Gebiete des Kreditwesens,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,
228,02.12.1973,Bundesbeschluss vom 20.12.1972 über Massnahmen zur Stabilisierung des Baumarktes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,
229,02.12.1973,"Bundesbeschluss vom 20.12.1972 über die Einschränkung der steuerwirksamen Abschreibungen bei den Einkommenssteuern von Bund, Kantonen und Gemeinden",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,
230,02.12.1973,Bundesbeschluss vom 27.06.1973 über einen Tierschutzartikel anstelle des bisherigen Artikels 25bis der Bundesverfassung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
231,20.10.1974,Volksbegehren gegen die Ueberfremdung und Uebervölkerung der Schweiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
232,08.12.1974,Bundesbeschluss vom 04.10.1974 zur Verbesserung des Bundeshaushalts,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,
233,08.12.1974,Bundesbeschluss vom 04.10.1974 über die Erschwerung von Ausgabenbeschlüssen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
234,08.12.1974,"Bundesbeschluss vom 22.03.1974 über das Volksbegehren für die soziale Krankenversicherung und die Aenderung der Bundesverfassung auf dem Gebiet der Kranken-, Unfall- und Mutterschaftsversicherung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,02.03.1975,Bundesbeschluss vom 04.10.1974 über den Konjunkturartikel der Bundesverfassung,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,
236,08.06.1975,Bundesbeschluss über den Schutz der Währung. Aenderung vom 28.06.1974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
237,08.06.1975,Bundesbeschluss über die Finanzierung der Nationalstrassen. Aenderung vom 04.10.1974,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,
238,08.06.1975,Bundesgesetz vom 04.10.1974 über die Aenderung des Generalzolltarifs,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,
239,08.06.1975,Bundesbeschluss vom 31.01.1975 betreffend Erhöhung der Steuereinnahmen ab 1976,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,
240,08.06.1975,Bundesbeschluss vom 31.01.1975 über die Erschwerung von Ausgabenbeschlüssen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
241,07.12.1975,Bundesbeschluss vom 13.12.1974 über eine Aenderung der Bundesverfassung (Niederlassungsfreiheit und Unterstützungsregelung),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
242,07.12.1975,Bundesbeschluss vom 20.06.1975 betreffend Aenderung der Bundesverfassung im Gebiete der Wasserwirtschaft,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
243,07.12.1975,Bundesgesetz vom 13.12.1974 über die Ein- und Ausfuhr von Erzeugnissen aus Landwirtschaftsprodukten,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,
244,21.03.1976,Bundesbeschluss vom 04.10.1974 betreffend das Volksbegehren über die Mitbestimmung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
245,21.03.1976,Volksbegehren für gerechtere Besteuerung und die Abschaffung der Steuerprivilegien,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
246,13.06.1976,Bundesgesetz vom 04.10.1974 über die Raumplanung,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,
247,13.06.1976,Bundesbeschluss vom 20.06.1975 betreffend ein Abkommen zwischen der Schweiz und der Internationalen Entwicklungsorganisation (IDA) über ein Darlehen von 200 Millionen Franken,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,
248,13.06.1976,Bundesbeschluss vom 11.03.1976 über eine Neukonzeption der Arbeitslosenversicherung,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
249,26.09.1976,Bundesbeschluss vom 19.03.1976 betreffend einen Verfassungsartikel über Radio und Fernsehen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
250,26.09.1976,Volksbegehren zur Einführung einer Haftpflichtversicherung für Motorfahrzeuge und Fahrräder durch den Bund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
251,05.12.1976,Bundesbeschluss vom 19.12.1975 über Geld- und Kreditpolitik,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
252,05.12.1976,Bundesbeschluss vom 19.12.1975 über die Preisüberwachung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
253,05.12.1976,Volksinitiative 'zur Einführung der 40-Stunden-Woche',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
254,13.03.1977,Republikanische Volksbegehren 'zum Schutze der Schweiz' (4. Ueberfremdungsinitiative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
255,13.03.1977,Volksbegehren 'zur Beschränkung der Einbürgerungen' (5. Ueberfremdungsinitiative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,13.03.1977,Bundesbeschluss vom 17.12.1976 über die Neuordnung des Staatsvertragsreferendums: Volksinitiative 'gegen die Beschränkung des Stimmrechts bei Staatsverträgen mit dem Ausland',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,12.06.1977,Bundesbeschluss vom 17.12.1976 über die Neuordnung der Umsatzsteuer und der direkten Bundessteuer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
258,12.06.1977,Bundesbeschluss vom 17.12.1976 über die Steuerharmonisierung,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,
259,25.09.1977,Bundesbeschluss vom 25.03.1977 über die Volksinitiative 'für einen wirksamen Mieterschutz',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,
260,25.09.1977,Volksinitiative 'gegen die Luftverschmutzung durch Motorfahrzeuge',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
261,25.09.1977,Bundesbeschluss vom 25.03.1977 über die Erhöhung der Unterschriftenzahl für das Referendum (Art. 89 und 89bis BV),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,
262,25.09.1977,Bundesbeschluss vom 25.03.1977 über die Erhöhung der Unterschriftenzahl für die Verfassungsinitiative (Art. 120 und 121 BV),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,
263,25.09.1977,Volksinitiative 'für die Fristenlösung',1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,
264,04.12.1977,"Volksbegehren 'zur Steuerharmonisierung, zur stärkeren Besteuerung des Reichtums und zur Entlastung der unteren Einkommen (Reichtumsteuer-Initiative)'",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
265,04.12.1977,Bundesgesetz vom 17.12.1976 über die politischen Rechte,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
266,04.12.1977,Bundesbeschluss vom 05.05.1977 über die Einführung eines zivilen Ersatzdienstes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
267,04.12.1977,Bundesgesetz vom 05.05.1977 über Massnahmen zum Ausgleich des Bundeshaushaltes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
268,26.02.1978,Volksinitiative 'Demokratie im Nationalstrassenbau',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
269,26.02.1978,"Bundesgesetz über die Alters- und Hinterlassenenversicherung, Aenderung vom 24.06.1977 (9. AHV-Revision)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
270,26.02.1978,Volksinitiative 'zur Herabsetzung des AHV-Alters',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
271,26.02.1978,Bundesbeschluss vom 07.10.1977 über den Konjunkturartikel der Bundesverfassung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
272,28.05.1978,Zeitgesetz vom 24.06.1977,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,
273,28.05.1978,"Zolltarifgesetz, Aenderung vom 07.10.1977",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,
274,28.05.1978,Bundesgesetz vom 24.06.1977 über den Schutz der Schwangerschaft und die Strafbarkeit des Schwangerschaftsabbruchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
275,28.05.1978,Bundesgesetz vom 07.10.1977 über die Förderung der Hochschulen und die Forschung (HFG),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,
276,28.05.1978,Volksinitiative 'für 12 motorfahrzeugfreie und motorflugzeugfreie Sonntage pro Jahr',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
277,24.09.1978,Bundesbeschluss vom 09.03.1978 über die Gründung des Kantons Jura,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
278,03.12.1978,Milchwirtschaftsbeschluss 1977 (MWB 1977) vom 07.10.1977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
279,03.12.1978,Tierschutzgesetz (TschG) vom 09.03.1978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
280,03.12.1978,Bundesgesetz vom 09.03.1978 über die Erfüllung sicherheitspolizeilicher Aufgaben des Bundes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,
281,03.12.1978,Bundesgesetz vom 19.04.1978 über die Berufsbildung (BBG),1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,
282,18.02.1979,Bundesbeschluss vom 23.06.1978 über das Stimm- und Wahlrecht für 18jährige,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
283,18.02.1979,Bundesbeschluss vom 06.10.1978 über die Volksinitiative 'zur Förderung der Fuss- und Wanderwege' (Gegenentwurf),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
284,18.02.1979,Volksinitiative 'gegen Suchtmittelreklame',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,18.02.1979,Volksinitiative 'zur Wahrung der Volksrechte und der Sicherheit beim Bau und Betrieb von Atomanlagen',0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
286,20.05.1979,Bundesbeschluss vom 15.12.1978 über die Neuordnung der Umsatzsteuer und der direkten Bundessteuer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,20.05.1979,Bundesbeschluss vom 06.10.1978 zum Atomgesetz,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
288,02.03.1980,Volksinitiative 'betreffend die vollständige Trennung von Staat und Kirche',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,02.03.1980,Bundesbeschluss vom 22.06.1979 über die Neuordnung der Landesversorgung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290,30.11.1980,"Bundesgesetz über den Strassenverkehr, Aenderung vom 21.03.1980 (Sicherheitsgurten und Schutzhelme)",1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
291,30.11.1980,Bundesbeschluss vom 20.06.1980 über die Aufhebung des Kantonsanteiles am Reinertrag der Stempelabgaben,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
292,30.11.1980,Bundesbeschluss vom 20.06.1980 über die Neuverteilung der Reineinnahmen der Eidgenössischen Alkoholverwaltung aus der fiskalischen Belastung der gebrannten Wasser,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
293,30.11.1980,Bundesbeschluss vom 20.06.1980 über die Revision der Brotgetreideordnung des Landes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
294,05.04.1981,'Mitenand-Initiative für eine neue Ausländerpolitik',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,14.06.1981,Bundesbeschluss vom 10.10.1980 über die Volksinitiative 'Gleiche Rechte für Mann und Frau' (Gegenentwurf),1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1
296,14.06.1981,Bundesbeschluss vom 10.10.1980 über die Volksinitiative 'zur Absicherung der Rechte der Konsumenten' (Gegenentwurf),1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
297,29.11.1981,Bundesbeschluss vom 19.06.1981 über die Weiterführung der Finanzordnung und die Verbesserung des Bundeshaushaltes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,06.06.1982,Ausländergesetz (AuG) vom 19.06.1981,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1
299,06.06.1982,"Schweizerisches Strafgesetzbuch, Aenderung vom 09.10.1981 (Gewaltverbrechen)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
300,28.11.1982,Bundesbeschluss vom 19.03.1982 über die Volksinitiative 'zur Verhinderung missbräuchlicher Preise',1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1
301,27.02.1983,Bundesbeschluss vom 08.10.1982 über die Neuregelung bei den Treibstoffzöllen,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
302,27.02.1983,Bundesbeschluss vom 08.10.1982 über den Energieartikel in der Bundesverfassung,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1
303,04.12.1983,Bundesbeschluss vom 24.06.1983 über Aenderungen der Bürgerrechtsregelung in der Bundesverfassung,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
304,04.12.1983,Bundesbeschluss vom 24.06.1983 über die Erleichterung gewisser Einbürgerungen,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
305,26.02.1984,Bundesbeschluss vom 24.06.1983 über die Erhebung einer Schwerverkehrsabgabe,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
306,26.02.1984,Bundesbeschluss vom 24.06.1983 über eine Abgabe für die Benützung der Nationalstrassen,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
307,26.02.1984,Volksinitiative 'für einen echten Zivildienst auf der Grundlage des Tatbeweises',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308,20.05.1984,Volksinitiative 'gegen den Missbrauch des Bankgeheimnisses und der Bankenmacht',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,20.05.1984,Volksinitiative 'gegen den Ausverkauf der Heimat',1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
310,23.09.1984,Volksinitiative 'für eine Zukunft ohne weitere Atomkraftwerke',0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
311,23.09.1984,"Volksinitiative 'für eine sichere, sparsame und umweltgerechte Energieversorgung'",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
312,02.12.1984,Volksinitiative 'für einen wirksamen Schutz der Mutterschaft',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,02.12.1984,Bundesbeschluss vom 23.06.1984 über einen Radio- und Fernsehartikel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
314,02.12.1984,Bundesbeschluss vom 22.06.1984 über die Volksinitiative 'zur Entschädigung der Opfer von Gewaltverbrechen' (Gegenentwurf),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
