,date,title,Zürich,Bern,Luzern,Uri,Schwyz,Obwalden,Nidwalden,Glarus,Zug,Freiburg,Solothurn,Basel-Stadt,Basel-Landschaft,Schaffhausen,Appenzell A.-Rh.,Appenzell I.-Rh.,St. Gallen,Graubünden,Aargau,Thurgau,Tessin,Waadt,Wallis,Neuenburg,Genf,Jura
64,13.05.1917,"Bundesbeschluss betreffend die Einfügung eines Art. 41bis und eines Artikels 42, lit.g, in die Bundesverfasssung (Stempelabgaben)",1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,
65,02.06.1918,Eidgenössische Volksinitiative 'für die Einführung der direkten Bundessteuer',1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,
66,13.10.1918,Eidgenössische Volksinitiative 'für die Proporzwahl des Nationalrates',1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,
67,04.05.1919,Bundesbeschluss betreffend Aufnahme eines Art. 24ter in die Bundesverfassung (Schiffahrt),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
68,04.05.1919,Bundesbeschluss betreffend Erlass eines Artikels der Bundesverfassung über die Erhebung einer neuen ausserordentlichen Kriegssteuer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
69,10.08.1919,Bundesbeschluss betreffend die Aufnahme von Uebergangsbestimmungen zu Art. 73 der Bundesverfassung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
70,21.03.1920,Bundesgesetz betreffend die Ordnung des Arbeitsverhältnisses,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,
71,21.03.1920,Bundesbeschluss über die Volksinitiative 'für ein Verbot der Errichtung von Spielbanken',1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,
72,16.05.1920,Bundesbeschluss betreffend den Beitritt der Schweiz zum Völkerbund,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,
73,31.10.1920,Bundesgesetz betreffend die Arbeitszeit beim Betriebe der Eisenbahnen und anderer Verkehrsanstalten,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,
74,30.01.1921,Eidgenössische Volksinitiative 'für die Unterstellung von unbefristeten oder für eine Dauer von mehr als 15 Jahren abgeschlossenen Staatsverträgen unter das Referendum (Staatsvertragsreferendum)',1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,
75,30.01.1921,Eidgenössische Volksinitiative 'für die Aufhebung der Militärjustiz',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,
76,22.05.1921,"Bundesbeschluss betreffend Aufnahme eines Art. 37bis und eines Art. 37ter in die Bundesverfassung (Automobil und Fahrradverkehr, Luftschiffahrt)",1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,
77,22.05.1921,Bundesbeschluss betreffend Aufnahme eines Artikels 37ter (Luftschiffahrt) in die Bundesverfassung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,
78,11.06.1922,"Eidgenössische Volksinitiative 'betreffend die Erlangung des Schweizerbürgerrechts, Teil I'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,11.06.1922,"Eidgenössische Volksinitiative 'betreffend die Ausweisung von Ausländern, Teil II'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,11.06.1922,Eidgenössische Volksinitiative 'betreffend die Wählbarkeit der Bundesbeamten in den Nationalrat',0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,
81,24.09.1922,Bundesgesetz betreffend Abänderung des Bundesstrafrechts vom 4. Februar 1853 in bezug auf Verbrechen gegen die verfassungsmässige Ordnung und innere Sicherheit und in bezug auf die Einführung des bedingten Strafvollzugs,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,
82,03.12.1922,Eidgenössische Volksinitiative 'für die Einmalige Vermögensabgabe',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,18.02.1923,Eidgenössische Volksinitiative 'Schutzhaft',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,18.02.1923,Bundesbeschluss über die Ratifikation des am 7. August 1921 in Paris unterzeichneten Abkommens zwischen der Schweiz und Frankreich zur Regelung der Handelsbeziehungen und des freundnachbarlichen Grenzverkehrs zwischen den ehemaligen Freizonen Hochsavoyens sowie der Landschaft Gex und den angrenzenden schweizerischen Kantonen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,
85,15.04.1923,Eidgenössische Volksinitiative 'zur Wahrung der Volksrechte in der Zollfrage',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,03.06.1923,Bundesbeschluss betreffend die Revision der Art. 31 und 32bis (Alkoholwesen) der Bundesverfassung,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,
87,17.02.1924,Bundesgesetz betreffend Abänderung von Art. 41 des Fabrikgesetzes vom 18. Juni 1914 / 27. Juni 1919,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,
88,24.05.1925,"Eidgenössische Volksinitiative 'für eine Invaliditäts-, Alters- und Hinterlassenenversicherung' (AHV)",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,
89,25.10.1925,Bundesbeschluss betreffend Aufenthalt und Niederlassung der Ausländer,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,
90,06.12.1925,"Bundesbeschluss betreffend die Alters-, Hinterlassenen- und Invalidenversicherung",1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,
91,05.12.1926,Bundesbeschluss über die Aufnahme eines neuen Artikels 23bis in die Bundesverfassung betreffend die Getreideversorgung des Landes,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,
92,15.05.1927,Bundesbeschluss betreffend die Abänderung des Artikels 30 der Bundesverfassung (Internationale Alpenstrassen),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
93,15.05.1927,Bundesgesetz über den Automobil- und Fahrradverkehr,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,
94,20.05.1928,Bundesbeschluss betreffend Revision des Art. 44 der Bundesverfassung (Massnahmen gegen die Ueberfremdung),1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,
95,02.12.1928,Eidgenössische Volksinitiative 'Kursaalspiele (Spielbanken)',1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,
96,03.03.1929,Bundesbeschluss über die Volksinitiative 'Getreideversorgung',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,03.03.1929,Bundesgesetz betreffend Abänderung von Art.14 des Bundesgesetzes vom 10. Oktober 1902 betreffend den schweizerischen Zolltarif,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,
98,12.05.1929,Eidgenössische Volksinitiative 'betreffend die Gesetzgebung über den Strassenverkehr',1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
99,12.05.1929,"Volksbegehren für das Kantons- und Gemeindeverbotsrecht für gebrannte Wasser, die zum Genuss bestimmt sind",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,06.04.1930,Bundesbeschluss betreffend die Revision der Art. 31 und 32bis der Bundesverfassung (Alkoholwesen),1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,
101,08.02.1931,Bundesbeschluss über das Volksbegehren um Revision des Artikels 12 der Bundesverfassung (Ordensverbot) (Gegenentwurf),1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,
102,15.03.1931,Bundesbeschluss über die Revision des Art. 72 der Bundesverfassung (Wahl des Nationalrats),0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,
103,15.03.1931,"Bundesbeschluss über die Revision der Art. 76, 96 , Abs. 1, und 105, Abs. 2, der Bundesverfassung (Amtsdauer des Nationalrats, des Bundesrats und des Bundeskanzlers)",0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,
104,06.12.1931,Bundesgesetz über die Alters- und Hinterlassenenversicherung,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
105,06.12.1931,Bundesgesetz über die Besteuerung des Tabaks,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,
106,28.05.1933,"Bundesgesetz über die vorübergehende Herabsetzung der Besoldungen, Gehälter und Löhne der im Dienste des Bundes stehenden Personen",0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,
107,11.03.1934,Bundesgesetz über den Schutz der öffentlichen Ordnung,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,
108,24.02.1935,Bundesgesetz über die Abänderung des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Neuordnung der Ausbildung),1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,
109,05.05.1935,Bundesgesetz über die Regelung der Beförderung von Gütern und Tieren mit Motorfahrzeugen auf öffentlichen Strassen (Verkehrsteilungsgesetz),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
110,02.06.1935,Eidgenössische Volksinitiative 'zur Bekämpfung der Wirtschaftskrise',0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
111,08.09.1935,Eidgenössische Volksinitiative 'für eine Totalrevision der Bundesverfassung',0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
112,28.11.1937,Eidgenössische Volksinitiative 'für ein Verbot der Freimaurerei',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,20.02.1938,Bundesbeschluss über die Revision der Art. 107 und 116 der Bundesverfassung (Anerkennung des Rätoromanischen als Nationalsprache),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
114,20.02.1938,Eidgenössische Volksinitiative 'betreffend die dringlichen Bundesbeschlüsse und die Wahrung der demokratischen Volksrechte' ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,20.02.1938,Bundesbeschluss über die Volksinitiative 'Private Rüstungsindustrie',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,03.07.1938,Schweizerisches Strafgesetzbuch,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,
117,27.11.1938,Bundesbeschluss betreffend die Uebergangsordnung des Finanzhaushaltes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
118,22.01.1939,Eidgenössische Volksinitiative 'zur Wahrung der verfassungsmässigen Rechte der Bürger (Erweiterung der Verfassungsgerichtsbarkeit)',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119,22.01.1939,Bundesbeschluss über das Volksbegehren für Einschränkung der Anwendung der Dringlichkeitsklausel (Gegenentwurf),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,
120,04.06.1939,Bundesbeschluss betreffend Ergänzung der Bundesverfassung für die Eröffnung und teilweise Deckung von Krediten zum Ausbau der Landesverteidigung und zur Bekämpfung der Arbeitslosigkeit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,
121,03.12.1939,Bundesgesetz über die Aenderung des Dienstverhältnisses und der Versicherung des Bundespersonals,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,
122,01.12.1940,Bundesgesetz über die Abänderung der Art. 103 und 104 des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Einführung des obligatorischen militärischen Vorunterrichts),1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,
123,09.03.1941,Eidgenössische Volksinitiative 'zur Neuordnung des Alkoholwesens',0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
124,25.01.1942,Eidgenössische Volksinitiative 'für die Wahl des Bundesrates durch das Volk und die Erhöhung der Mitgliederzahl',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,03.05.1942,Eidgenössische Volksinitiative 'für die Reorganisation des Nationalrates',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
126,29.10.1944,Bundesgesetz über den unlauteren Wettbewerb,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,
127,21.01.1945,Bundesgesetz über die Schweizerischen Bundesbahnen,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,
128,25.11.1945,Bundesbeschluss über das Volksbegehren 'Für die Familie' (Gegenentwurf),1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
129,10.02.1946,Bundesbeschluss über das Volksbegehren betreffend eine Gütertransportordnung (Gegenentwurf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
130,08.12.1946,Bundesbeschluss über das Volksbegehren betreffend das 'Recht auf Arbeit',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,18.05.1947,Bundesbeschluss über das Volksbegehren betreffend 'Wirtschaftsreform und Rechte der Arbeit',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,06.07.1947,Bundesbeschluss über eine Revision der Wirtschaftsartikel der Bundesverfassung,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,
133,06.07.1947,Bundesgesetz über die Alters- und Hinterlassenenversicherung,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
134,14.03.1948,Bundesbeschluss über die Ordnung der schweizerischen Zuckerwirtschaft,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
135,22.05.1949,Bundesbeschluss über die Revision von Artikel 39 der Bundesverfassung betreffend die Schweizerische Nationalbank,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
136,22.05.1949,Bundesgesetz über die Ergänzung des Bundesgesetzes vom 13. Juni 1928 betreffend Massnahmen gegen die Tuberkulose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,11.09.1949,Eidgenössische Volksinitiative 'für die Rückkehr zur direkten Demokratie',1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,
138,11.12.1949,Bundesgesetz betreffend Abänderung des Bundesgesetzes vom 30. Juni 1927 über das Dienstverhältnis der Bundesbeamten,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,
139,29.01.1950,Bundesbeschluss betreffend die Verlängerung der Geltungsdauer und die Abänderung des Bundesbeschlusses über Massnahmen zur Förderung der Wohnbautätigkeit,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,
140,04.06.1950,Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,
141,01.10.1950,Eidgenössische Volksinitiative 'zum Schutz des Bodens und der Arbeit durch Verhinderung der Spekulation',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,03.12.1950,Bundesbeschluss betreffend Abänderung des Artikels 72 der Bundesverfassung (Wahl des Nationalrates),1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
143,03.12.1950,Bundesbeschluss über die Finanzordnung 1951 bis 1954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,
144,25.02.1951,Bundesbeschluss über den Transport von Personen und Sachen mit Motorfahrzeugen auf öffentlichen Strassen (Autotransportordnung),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,
145,15.04.1951,Bundesbeschluss über das Volksbegehren betreffend die Revision des Artikels 39 der Bundesverfassung (Freigeldinitiative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,08.07.1951,Eidgenössische Volksinitiative 'zur Heranziehung der öffentlichen Unternehmungen zu einem Beitrag an die Kosten der Landesverteidigung',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,02.03.1952,Bundesbeschluss betreffend Verlängerung der Geltungsdauer des Bundesbeschlusses über die Bewilligungspflicht für die Eröffnung und Erweiterung von Gasthöfen,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,
148,30.03.1952,Bundesgesetz über die Förderung der Landwirtschaft und die Erhaltung des Bauernstandes (Landwirtschaftsgesetz),0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,
149,20.04.1952,Volksbegehren betreffend die Umsatzsteuern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150,18.05.1952,Volksbegehren zur Rüstungsfinanzierung und zum Schutze der sozialen Errungenschaften,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,
151,06.07.1952,Bundesbeschluss vom 28.03.1952 über die Deckung der Rüstungsausgaben,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,05.10.1952,Bundesgesetz vom 01.02.1952 betreffend die Abänderung von Bestimmungen über die fiskalische Belastung des Tabaks im Bundesgesetz über die Alters- und Hinterlassenenversicherung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
153,05.10.1952,Bundesbeschluss vom 28.03.1952 über den Einbau von Luftschutzräumen in bestehenden Häusern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,23.11.1952,Bundesbeschluss vom 26.09.1952 über die befristete Weiterführung einer beschränkten Preiskontrolle,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,
155,23.11.1952,Bundesbeschluss vom 26.09.1952 über die Brotgetreideversorgung des Landes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
156,19.04.1953,Bundesgesetz vom 20.06.1952 über die Revision des Bundesgesetzes betreffend den Postverkehr,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,06.12.1953,Bundesbeschluss vom 25.09.1953 über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
158,06.12.1953,Bundesbeschluss vom 30.09.1953 über die Ergänzung der Bundesvefassung durch einen Artikel 24quater betreffend den Schutz der Gewässer gegen Verunreinigung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
159,20.06.1954,"Bundesbeschluss vom 23.12.1953 über den Fähigkeitsausweis im Schuhmacher-, Coiffeur-, Sattler- und Wagnergewerbe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,20.06.1954,Bundesbeschluss vom 23.12.1953 über ausserordentliche Hilfeleistungen an kriegsgeschädigte Auslandschweizer,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,
161,24.10.1954,Bundesbeschluss vom 25.06.1954 über die Finanzordnung 1955 bis 1958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
162,05.12.1954,Volksbegehren zum Schutze der Stromlandschaft Rheinfall-Rheinau,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
163,13.03.1955,Bundesbeschluss vom 22.12.1954 über die Volksinitiative 'zum Schutz der Mieter und Konsumenten (Weiterführung der Preiskontrolle)',1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,
164,04.03.1956,Bundesbeschluss vom 22.12.1955 über die befristete Weiterführung einer beschränkten Preiskontrolle (Verlängerung der Gültigkeitsdauer des Verfassungszusatzes vom 26. September 1952),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
165,13.05.1956,Volksbegehren zur Erweiterung der Volksrechte bei der Erteilung von Wasserrechtskonzessionen durch den Bund,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
166,13.05.1956,Bundesbeschluss vom 30.09.1955 über Massnahmen zur Stärkung der Wirtschaft des Kantons Graubünden durch Gewährung einer Hilfe an die Holzverzuckerungs-AG,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,
167,30.09.1956,Bundesbeschluss vom 27.06.1956 über die Revision der Brotgetreideordnung des Landes,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,
168,30.09.1956,Bundesbeschluss vom 27.06.1956 über das Volksbegehren betreffend Ausgabenbeschlüsse der Bundesversammlung (Gegenentwurf),0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,
169,03.03.1957,Bundesbeschluss vom 21.12.1956 über die Ergänzung der Bundesverfassung durch einen Artikel 22bis über den Zivilschutz,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,
170,03.03.1957,Bundesbeschluss vom 21.12.1956 über die Ergänzung der Bundesverfassung durch einen Artikel 36bis betreffend Rundspruch und Fernsehen,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,
171,24.11.1957,Bundesbeschluss vom 20.09.1957 über die Ergänzung der Bundesverfassung durch einen Artikel 24quinquies betreffend die Atomenergie und den Strahlenschutz,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
172,24.11.1957,Bundesbeschluss vom 01.10.1957 über die befristete Verlängerung der Geltungsdauer der Uebergangsordnung betreffend die Brotgetreideversorgung des Landes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
173,26.01.1958,Volksbegehren gegen den Missbrauch wirtschaftlicher Macht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,11.05.1958,Bundesbeschluss vom 31.01.1958 über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,
175,06.07.1958,Bundesbeschluss vom 21.03.1958 über die Ergänzung der Bundesverfassung durch einen Artikel 27ter betreffend das Filmwesen,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,
176,06.07.1958,Bundesbeschluss vom 21.03.1958 über das Volksbegehren für die Verbesserung des Strassennetzes (Gegenentwurf),1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
177,26.10.1958,Volksbegehren für die 44-Stundenwoche (Arbeitszeitverkürzung),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,07.12.1958,Bundesbeschluss vom 26.09.1958 über die Aenderung der Bundesverfassung (Kursaalspiele),1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,
179,07.12.1958,Bundesbeschluss vom 20.12.1957 betreffend die Genehmigung des zwischen der Schweizerischen Eidgenossenschaft und der Italienischen Republik abgeschlossenen Abkommens über die Nutzbarmachung der Wasserkraft des Spöl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
180,01.02.1959,Bundesbeschluss vom 13.06.1958 über die Einführung des Frauenstimm- und -wahlrechts in eidgenössischen Angelegenheiten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,
181,24.05.1959,Bundesbeschluss vom 17.12.1958 über die Ergänzung der Bundesverfassung durch einen Artikel 22bis über den Zivilschutz,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
182,29.05.1960,Bundesbeschluss vom 24.03.1960 über die Weiterführung befristeter Preiskontrollmassnahmen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
183,04.12.1960,Bundesbeschluss vom 30.06.1960 betreffend die Aenderung des Bundesbeschlusses über zusätzliche wirtschaftliche und finanzielle Massnahmen auf dem Gebiete der Milchwirtschaft,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,
184,05.03.1961,Bundesbeschluss vom 14.12.1960 über die Ergänzung der Bundesverfassung durch einen Artikel 26bis betreffend Rohrleitungsanlagen zur Beförderung flüssiger oder gasförmiger Brenn- oder Treibstoffe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
185,05.03.1961,Bundesbeschluss vom 29.09.1960 über die Erhebung eines Zollzuschlages auf Treibstoffen zur Finanzierung der Nationalstrassen,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,
186,22.10.1961,Volksbegehren für die Einführung der Gesetzesinitiative im Bund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
187,03.12.1961,Bundesbeschluss vom 23.06.1961 über die schweizerische Uhrenindustrie (Uhrenstatut),1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
